dr,latitude,longitude,route_code,route_id,route_no,stop_code,stop_id,stop_name,street_name,zone
1,3.244994,101.702122,U2020,877,202,SL198,1003439,SL198 TAMAN SRI GOMBAK,JLN MUHIBBAH,1
1,3.243098,101.703912,U2020,877,202,SL246,1001585,SL246 KOMERSIAL SRI GOMBAK,JLN LINTANG,1
1,3.243095,101.706028,U2020,877,202,SL247,1001867,SL247 TAMAN SRI GOMBAK FASA 3,JLN LINTANG,1
1,3.243059,101.707329,U2020,877,202,SL237,1003376,SL237 SMK HILLCREST,JLN LINTANG,1
1,3.2421279003066,101.70974427442,U2020,877,202,SL238,1002928,SL238 KOMERSIAL SERI GOMBAK FASA 5,JLN MAKMUR,1
1,3.240708,101.707096,U2020,877,202,SL240,1003499,SL240 TAMAN SRI GOMBAK FASA 4,JLN MAKMUR,1
1,3.240665,101.703324,U2020,877,202,SL248,1002474,SL248 PETRONAS SRI GOMBAK,JLN MAKMUR,1
1,3.240625,101.701315,U2020,877,202,SL249,1003882,SL249 URBAN 360,JLN MAKMUR,1
1,3.2398217878281,101.69970258264,U2020,877,202,SL207,1000555,SL207 DEWAN BERINGIN GOMBAK (OPP),L/UTAMA SRI GOMBAK,1
1,3.234304,101.706215,U2020,877,202,SL212,1003973,SL212 HAB BAS GREENWOOD (OPP),JLN BT CAVES,1
1,3.233993,101.709501,U2020,877,202,SL213,1001052,SL213 JEJANTAS SPG 3,JLN BT CAVES,1
1,3.2310483761213,101.71241813555,U2020,877,202,SL109,1000557,SL109 DEWAN DATIN ZALEHA (OPP),JLN GOMBAK,1
1,3.227791,101.713998,U2020,877,202,SL110,1003975,SL110 PANGSAPURI SRI HARMONIS,JLN GOMBAK,1
1,3.2248201242582,101.71436258796,U2020,877,202,SL111,1004218,SL111 KG TGH GOMBAK (SELATAN),JLN GOMBAK,1
1,3.2225745425217,101.71386158276,U2020,877,202,SL112,1001548,SL112 MASJID BATU 6 (OPP),JLN GOMBAK,1
1,3.218599,101.713073,U2020,877,202,SL174,1000195,SL174 BALAI POLIS GOMBAK,JLN GOMBAK,1
1,3.2169911607982,101.71313215002,U2020,877,202,SL175,1002518,SL175 JABATAN VETERINAR,JLN GOMBAK,1
1,3.213358,101.711984,U2020,877,202,KL904,1000397,KL904 BATU 5 GOMBAK,JLN GOMBAK,1
1,3.2124132258933,101.70913626109,U2020,877,202,KL905,1002599,KL905 PEJABAT POS GOMBAK,JLN GOMBAK,1
1,3.2109474795732,101.70654716807,U2020,877,202,KL906,1003601,KL906 SRA ZAID HARITHAH,JLN GOMBAK,1
1,3.2091960791286,101.70465763924,U2020,877,202,KL907,1002261,KL907 RESIDENSI INSPIRIA (OPP),JLN GOMBAK,2
1,3.207334,101.702901,U2020,877,202,KL908,1003575,KL908 JU XIAN MIOW,JLN GOMBAK,2
1,3.2060788258643,101.70212970354,U2020,877,202,KL909,1003512,KL909 BATU 4 GOMBAK,JLN GOMBAK,2
1,3.203286,101.702583,U2020,877,202,KL910,1001530,KL910 KL TRADERS SQUARE,JLN GOMBAK,2
1,3.201863,101.703035,U2020,877,202,KL911,1001592,KL911 MASJID ABI WAQQAS (OPP),JLN GOMBAK,2
1,3.198543,101.704126,U2020,877,202,KL912,1003623,KL912 SMJK CHONG HWA,JLN GOMBAK,2
1,3.196675,101.704633,U2020,877,202,KL1631,1004182,KL1631 KG PUAH,JLN GOMBAK,2
1,3.194449527539,101.70554489156,U2020,877,202,KL913,1000589,KL913 DIAMOND SQUARE,JLN GOMBAK,2
1,3.187681,101.703603,U2020,877,202,KL691,1001281,KL691 GUAN YING TING (OPP),JLN PAHANG,2
1,3.183543,101.702285,U2020,877,202,KL692,1000296,KL692 SRJKC CHONG HWA (OPP),JLN PAHANG,2
1,3.1800513185029,101.70116164237,U2020,877,202,KL693,1003561,KL693 TITIWANGSA (BARAT),JLN PAHANG,2
1,3.178573,101.700485,U2020,877,202,KL694,1002557,KL694 SJKC CHIAO NAN (OPP),JLN PAHANG,2
1,3.1715259723624,101.69899468628,U2020,877,202,KL55,1000916,KL55 HKL (BARAT),JLN PAHANG,3
1,3.1693610445791,101.69854543866,U2020,877,202,KL56,1002216,KL56 HKL (SELATAN),JLN PAHANG,3
1,3.1649075811687,101.69838214605,U2020,877,202,KL69,1000477,KL69 PASAR CHOW KIT,JLN TAR,3
1,3.1621045678315,101.69799859061,U2020,877,202,KL70,1004169,KL70 SRI AMAR,JLN TAR,3
1,3.1612475525248,101.69761374186,U2020,877,202,KL71,1002359,KL71 KOMERSIAL TAR,JLN TAR,3
1,3.157889,101.696133,U2020,877,202,KL36,1001629,KL36 KOMPLEKS PERTAMA,JLN TAR,3
1,3.1551536529193,101.69640777292,U2020,877,202,KL37,1000875,KL37 GLOBE KL,JLN TAR,3
1,3.1529928729368,101.69660138684,U2020,877,202,KL38,1000502,KL38 COLISEUM,JLN TAR,3
1,3.147136,101.69481,U2020,877,202,KL1934,1000047,KL1934 MUZIUM TEKSTIL NEGARA,LEBOH PASAR BESAR,3
1,3.148202,101.696375,U2020,877,202,KL1939,1004240,KL1939 MEDAN PASAR,JLN LEBUH AMPANG,3
1,3.1492454039518,101.69737177094,U2020,877,202,KL117,1000383,KL117 BSN LEBUH AMPANG,JLN LEBUH AMPANG,3
2,3.1492454039518,101.69737177094,U2200,846,220,KL117,1000383,KL117 BSN LEBUH AMPANG,JLN LEBUH AMPANG,3
2,3.1519126007803,101.69799809706,U2200,846,220,KL30,1003683,KL30 AMANAHRAYA,JLN AMPANG,3
2,3.1532582998069,101.69848425418,U2200,846,220,KL31,1000823,KL31 HENTIAN MUNSHI ABDULLAH,JLN MUNSHI ABDULLAH,3
2,3.1546522393082,101.69837470998,U2200,846,220,KL32,1002560,KL32 CAPSQUARE,JLN MUNSHI ABDULLAH,3
2,3.1567788096169,101.69535839244,U2200,846,220,KL1940,1003415,KL1940 SOGO KL,JLN DANG WANGI,3
2,3.157724,101.694556,U2200,846,220,KL40,1001984,KL40 MEDAN MARA,JLN RAJA LAUT,3
2,3.159643,101.694843,U2200,846,220,,1003299,SKPK LELAKI JLN BATU,JLN RAJA LAUT,3
2,3.162154,101.695526,U2200,846,220,KL41,1003257,KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,JLN RAJA LAUT,3
2,3.165085,101.696133,U2200,846,220,KL42,1002694,KL42 EDC HOTEL,JLN RAJA LAUT,3
2,3.167932,101.697641,U2200,846,220,KL52,1003247,KL52 MONORAIL CHOWKIT,JLN SULTAN AZLAN SHAH,3
2,3.1676749834573,101.69936041071,U2200,846,220,KL57,1002104,KL57 NS PENYELIDIKAN PERUBATAN,JLN RAJA MUDA ABDUL AZIZ,3
2,3.168009,101.704354,U2200,846,220,KL58,1004138,KL58 MEDAN SELERA,JLN RAJA MUDA ABD AZIZ,3
2,3.167985,101.707342,U2200,846,220,KL59,1003643,KL59 SK JLN RAJA MUDA,JLN RAJA MUDA A AZIZ,3
2,3.168012,101.708793,U2200,846,220,KL60,1004274,KL60 YAYASAN SELANGOR,JLN RAJA MUDA A AZIZ,2
2,3.168117,101.710298,U2200,846,220,KL61,1002016,KL61 SETIA SKY RESIDENCE,JLN RAJA MUDA ABD AZIZ,2
2,3.1684458273791,101.71496998407,U2200,846,220,KL210,1001999,KL210 MENARA CELCOM,JLN SULTAN YAHYA PETRA,2
2,3.1709420067392,101.71686700305,U2200,846,220,KL211,1002629,KL211 PROTON EDAR,JLN SEMARAK,2
2,3.1726511272452,101.71821161531,U2200,846,220,KL212,1001869,KL212 UTM (SELATAN),JLN SEMARAK,2
2,3.1746299994927,101.71964238367,U2200,846,220,KL213,1002645,KL213 PULAPOL,JLN SEMARAK,2
2,3.1756218392977,101.72190048228,U2200,846,220,KL230,1001197,KL230 JPAM,JLN PADANG TEMBAK,2
2,3.1749683711778,101.72317478416,U2200,846,220,KL231,1002033,KL231 MINDEF SQUARE,JLN PADANG TEMBAK,2
2,3.1732756877265,101.72576438369,U2200,846,220,KL232,1002338,KL232 MARKAS LOGISTIK TENTERA,JLN PADANG TEMBAK,2
2,3.170212,101.729044,U2200,846,220,KL233,1006094,KL233 GURNEY HEIGHT BLOK A,JLN BUKIT KERAMAT,2
2,3.169726,101.728824,U2200,846,220,KL234,1007519,KL234 GURNEY HEIGHT BLOK C (OPP),JLN BUKIT KERAMAT,2
2,3.168526,101.727852,U2200,846,220,KL235,1003133,KL235 KG DATUK KERAMAT,JLN KERAMAT,2
2,3.1665770326273,101.73054664706,U2200,846,220,KL2310,1002279,KL2310 KUATERS JUPEM,JLN KERAMAT DALAM,2
2,3.1672333090085,101.73221518272,U2200,846,220,KL2312,1001778,KL2312 TAMAN DATUK KERAMAT (UTARA),JLN KERAMAT DALAM,2
2,3.1675551801753,101.73405017986,U2200,846,220,KL2313,1000577,KL2313 TAMAN TASIK KERAMAT,JLN KERAMAT DALAM,2
2,3.168219,101.736894,U2200,846,220,AJ1,1000259,AJ1 TAMAN KERAMAT (BARAT),JLN ENGGANG,2
2,3.167931,101.740122,U2200,846,220,AJ450,1002887,AJ450 TAMAN KERAMAT (UTARA),JLN ENGGANG,2
2,3.169025,101.744321,U2200,846,220,AJ451,1000719,AJ451 FLAT TAMAN KERAMAT,JLN ENGGANG,1
2,3.1700787440494,101.74689493643,U2200,846,220,AJ2,1000698,AJ2 FLAT KERAMAT (OPP),JLN ENGGANG,1
2,3.1712527876539,101.75079445011,U2200,846,220,AJ3,1003919,AJ3 PETRONAS AU2 TMN KERAMAT,JLN ENGGANG,1
2,3.1739382945949,101.75297748463,U2200,846,220,AJ4,1003062,AJ4 S.E.H (OPP),JLN ENGGANG,1
2,3.1765343179563,101.7533559133,U2200,846,220,AJ5,1003066,AJ5 MEDAN SELERA DESA KERAMAT,JLN ENGGANG,1
2,3.178129791143,101.75457221573,U2200,846,220,AJ6,1000869,AJ6 GSK (OPP),JLN ENGGANG,1
2,3.1801207373274,101.75606951586,U2200,846,220,AJ7,1003821,AJ7 GEOLOGI PETRONAS,JLN AU 3/1,1
2,3.1814831882915,101.75709215496,U2200,846,220,AJ8,1000800,AJ8 FLAT PKNS AU3 (OPP),JLN AU3/1,1
2,3.1850311328965,101.75916097828,U2200,846,220,AJ9,1000995,AJ9 FLAT UTM (OPP),JLN AU 3/1,1
2,3.1879037937925,101.76030871743,U2200,846,220,AJ10,1001761,AJ10 LOJI IWK,JLN AU3/1,1
2,3.1908805190146,101.76089970243,U2200,846,220,AJ11,1004143,AJ11 TRANSFORMER,JLN AU3/1,1
2,3.1929667398259,101.76095404518,U2200,846,220,AJ12,1000529,AJ12 DEWAN BAHASA PUSTAKA,JLN AU3/1,1
2,3.1948186532782,101.76092373513,U2200,846,220,AJ13,1000066,AJ13 BENGKEL ALLY AZRAN,JLN AU3/1,1
2,3.1962070608269,101.7627837401,U2200,846,220,AJ508,1001882,AJ508 MASJID AR-RIDHUAN,MRR2,1
2,3.2000511262707,101.76123146744,U2200,846,220,AJ496,1003640,AJ496 SK HULU KELANG,MRR2,1
2,3.202877,101.759261,U2200,846,220,AJ493,1003184,AJ493 SAUDI SCHOOL (OPP),MRR2,1
2,3.205882,101.756909,U2200,846,220,AJ492,1004288,AJ492 KOMERSIAL MELAWATI/ZOO NEGARA,MRR2,1
2,3.2107843167382,101.75265211885,U2200,846,220,AJ473,1000430,AJ473 TAMAN MELAWATI B,JLN TMN MELAWATI,1
2,3.2148546138065,101.75039678309,U2200,846,220,AJ351,1003410,AJ351 SMK TAMAN MELAWATI,JLN TMN MELAWATI,1
2,3.2216203339928,101.74813730306,U2200,846,220,AJ353,1000663,AJ353 TAMAN MELAWATI A (UTARA),JLN TMN MELAWATI,1
2,3.225163,101.748794,U2200,846,220,AJ357,1003827,AJ357 TADIKA WATI,JLN TMN MELAWATI,1
2,3.228459,101.748052,U2200,846,220,AJ358,1000852,AJ358 TAMAN MELAWATI H,JLN TMN MELAWATI,1
2,3.227956,101.745649,U2200,846,220,AJ359,1001259,AJ359 HENTIAN TAMAN MELAWATI,JLN TMN MELAWATI,1
1,3.227956,101.745649,U2200,846,220,AJ359,1001259,AJ359 HENTIAN TAMAN MELAWATI,JLN TMN MELAWATI,1
1,3.2242819151825,101.74735161866,U2200,846,220,AJ356,1003663,AJ356 SK TAMAN MELAWATI,JLN MELAWATI 4,1
1,3.221104,101.748335,U2200,846,220,AJ457,1007533,AJ457 BUKIT MELAWATI (TIMUR),JLN TAMAN MELAWATI,1
1,3.218451,101.748741,U2200,846,220,AJ374,1000664,AJ374 TAMAN MELAWATI A (UTARA),JLN TMN MELAWATI,1
1,3.216683,101.749693,U2200,846,220,,1007534,SJK TAMIL TAMAN MELAWATI,JLN TAMAN MELAWATI,1
1,3.214588,101.75088,U2200,846,220,AJ458,1003472,AJ458 SMK TAMAN MELAWATI,JLN TAMAN MELAWATI,1
1,3.2121756436093,101.75218881391,U2200,846,220,AJ377,1003073,AJ377 SK TAMAN MELAWATI 2,JLN TMN MELAWATI,1
1,3.210046,101.753108,U2200,846,220,AJ378,1003885,AJ378 TELEKOM MELAWATI,JLN TMN MELAWATI,1
1,3.206681,101.756612,U2200,846,220,AJ491,1004287,AJ491 ZOO NEGARA,MRR2,1
1,3.202718,101.759804,U2200,846,220,AJ494,1003139,AJ494 SAUDI SCHOOL,MRR2,1
1,3.2009806766193,101.76111959249,U2200,846,220,AJ495,1001294,AJ495 SK HULU KELANG (OPP),MRR2,1
1,3.1961349345231,101.76342348121,U2200,846,220,AJ509,1001343,AJ509 FLAT TAMAN AL-RIDHUAN,MRR2,1
1,3.1951745250322,101.76116759694,U2200,846,220,AJ14,1000067,AJ14 BENGKEL ALLY AZRAN (OPP),JLN AU3/1,1
1,3.1928988655788,101.76118007038,U2200,846,220,AJ15,1000530,AJ15 DEWAN BAHASA PUSTAKA (OPP),JLN AU3/1,1
1,3.1899810027823,101.76114303605,U2200,846,220,AJ16,1004144,AJ16 TRANSFORMER (OPP),JLN AU3/1,1
1,3.1879299883652,101.76058368157,U2200,846,220,AJ17,1001090,AJ17 LOJI IWK,JLN AU 3/1,1
1,3.1843791720355,101.75921960751,U2200,846,220,AJ18,1000996,AJ18 FLAT UTM,JLN AU 3/1,1
1,3.1812679517238,101.75722310574,U2200,846,220,AJ19,1000801,AJ19 FLAT PKNS AU3,JLN AU3/1,1
1,3.1779976442041,101.75473156694,U2200,846,220,AJ20,1000870,AJ20 GSK,JLN ENGGANG,1
1,3.1764620964573,101.75360792144,U2200,846,220,AJ21,1003067,AJ21 SAPURA,JLN ENGGANG,1
1,3.1742143133601,101.75321452058,U2200,846,220,AJ22,1003063,AJ22 S.E.H,JLN ENGGANG,1
1,3.1710148628736,101.75079394224,U2200,846,220,AJ23,1003918,AJ23 TEXAS INSTRUMENTS,JLN ENGGANG,1
1,3.1697727228996,101.74666665626,U2200,846,220,AJ24,1000720,AJ24 FLAT KERAMAT,JLN ENGGANG,2
1,3.168841,101.744319,U2200,846,220,AJ25,1000260,AJ25 FLAT TAMAN KERAMAT,JLN ENGGANG,2
1,3.167886,101.741873,U2200,846,220,AJ26,1001777,AJ26 TAMAN KERAMAT (TIMUR),JLN ENGGANG,2
1,3.167756,101.740317,U2200,846,220,AJ27,1003520,AJ27 TAMAN KERAMAT (UTARA),JLN ENGGANG,2
1,3.168095,101.736281,U2200,846,220,AJ28,1000258,AJ28 DATUM JELATEK (BARAT),JLN ENGGANG,2
1,3.165777,101.733961,U2200,846,220,KL2309,1003762,KL2309 TAMAN DATO KERAMAT (SELATAN),JLN DATUK KERAMAT,2
1,3.1651540374539,101.73160266377,U2200,846,220,KL2311,1001800,KL2311 LRT DATO' KERAMAT,JLN DATUK KERAMAT,2
1,3.166581,101.730039,U2200,846,220,KL203,1001878,KL203 SK DATOK KERAMAT 1,JLN KERAMAT,2
1,3.168292,101.727745,U2200,846,220,KL204,1003132,KL204 KG DATUK KERAMAT,JLN KERAMAT,2
1,3.170199,101.728925,U2200,846,220,KL1645,1007520,KL1645 GURNEY HEIGHT (BLOK A),JLN BUKIT KERAMAT,2
1,3.172908,101.725943,U2200,846,220,KL205,1001865,KL205 MARKAS LOGISTIK TENTERA DARAT,JLN PADANG TEMBAK,2
1,3.173586,101.724919,U2200,846,220,KL1641,1006095,KL1641 KOMPLEKS SUKAN KEMENTERIAN,JLN PADANG TEMBAK,2
1,3.174128,101.724124,U2200,846,220,KL2254,1001147,KL2254 MINDEF SQUARE (OPP),JLN PADANG TEMBAK,2
1,3.174422,101.719945,U2200,846,220,KL206,1004191,KL206 UTM KL,JLN SEMARAK,2
1,3.172438,101.718406,U2200,846,220,KL207,1000985,KL207 UTM KL (SELATAN),JLN SEMARAK,2
1,3.1700591972816,101.71652378035,U2200,846,220,KL208,1002628,KL208 SEMARAK RESIDENCE,JLN SEMARAK,2
1,3.1686462134804,101.71543749422,U2200,846,220,KL209,1003641,KL209 SK JLN GURNEY,JLN SULTAN YAHYA PETRA,2
1,3.167926,101.711238,U2200,846,220,KL62,1002484,KL62 SETIA SKY RESIDENCE (OPP),JLN RAJA MUDA ABD AZIZ,3
1,3.1678324523453,101.70881962425,U2200,846,220,KL63,1004273,KL63 YAYASAN SELANGOR (OPP),JLN RAJA MUDA A AZIZ,3
1,3.167832,101.706461,U2200,846,220,KL64,1003642,KL64 SK JLN RAJA MUDA (OPP),JLN RAJA MUDA A AZIZ,3
1,3.1678637715982,101.70450734947,U2200,846,220,KL65,1000945,KL65 MENARA ARINA UNITI,JLN RAJA MUDA ABD AZIZ,3
1,3.1674947470273,101.6995491578,U2200,846,220,KL66,1000946,KL66 HOTEL PUTRA MUDA,JLN RAJA MUDA ABD AZIZ,3
1,3.1649075811687,101.69838214605,U2200,846,220,KL69,1000477,KL69 PASAR CHOW KIT,JLN TAR,3
1,3.1621045678315,101.69799859061,U2200,846,220,KL70,1004169,KL70 SRI AMAR,JLN TAR,3
1,3.1612475525248,101.69761374186,U2200,846,220,KL71,1002359,KL71 KOMERSIAL TAR,JLN TAR,3
1,3.157889,101.696133,U2200,846,220,KL36,1001629,KL36 KOMPLEKS PERTAMA,JLN TAR,3
1,3.1551536529193,101.69640777292,U2200,846,220,KL37,1000875,KL37 GLOBE KL,JLN TAR,3
1,3.1529928729368,101.69660138684,U2200,846,220,KL38,1000502,KL38 COLISEUM,JLN TAR,3
1,3.149162,101.694376,U2200,846,220,KL114,1000521,KL114 DATARAN MERDEKA,JLN RAJA,3
1,3.147136,101.69481,U2200,846,220,KL1934,1000047,KL1934 MUZIUM TEKSTIL NEGARA,LEBOH PASAR BESAR,3
1,3.148202,101.696375,U2200,846,220,KL1939,1004240,KL1939 MEDAN PASAR,JLN LEBUH AMPANG,3
1,3.1492454039518,101.69737177094,U2200,846,220,KL117,1000383,KL117 BSN LEBUH AMPANG,JLN LEBUH AMPANG,3
1,3.227956,101.745649,U2220,847,222,AJ359,1001259,AJ359 HENTIAN TAMAN MELAWATI,JLN TMN MELAWATI,1
1,3.225955,101.744082,U2220,847,222,AJ360,1000355,AJ360 TAMAN MELAWATI E,JLN TAMAN MELAWATI,1
1,3.222248,101.741187,U2220,847,222,AJ361,1002285,AJ361 KOMERSIAL TAMAN MELAWATI E,JLN TAMAN MELAWATI,1
1,3.219578,101.739467,U2220,847,222,AJ363,1003835,AJ363 KG KLANG GATE,JLN KOLAM AIR,1
1,3.219346,101.742543,U2220,847,222,AJ366,1003099,AJ366 ISKL MELAWATI (OPP),JLN MELAWATI 3,1
1,3.215858,101.745914,U2220,847,222,AJ367,1000498,AJ367 MM RESIDENCY,JLN MELAWATI 3,1
1,3.212368,101.750343,U2220,847,222,,1006121,KOMERSIAL TAMAN MELAWATI (OPP),JLN MELAWATI 1,1
1,3.2148546138065,101.75039678309,U2220,847,222,AJ351,1003410,AJ351 SMK TAMAN MELAWATI,JLN TMN MELAWATI,1
1,3.2179314340885,101.74863097761,U2220,847,222,AJ352,1002231,AJ352 TAMAN MELAWATI A (UTARA),JLN TMN MELAWATI,1
1,3.2216203339928,101.74813730306,U2220,847,222,AJ353,1000663,AJ353 TAMAN MELAWATI A (UTARA),JLN TMN MELAWATI,1
1,3.221104,101.748335,U2220,847,222,AJ457,1007533,AJ457 BUKIT MELAWATI (TIMUR),JLN TAMAN MELAWATI,1
1,3.218451,101.748741,U2220,847,222,AJ374,1000664,AJ374 TAMAN MELAWATI A (UTARA),JLN TMN MELAWATI,1
1,3.216683,101.749693,U2220,847,222,,1007534,SJK TAMIL TAMAN MELAWATI,JLN TAMAN MELAWATI,1
1,3.214588,101.75088,U2220,847,222,AJ458,1003472,AJ458 SMK TAMAN MELAWATI,JLN TAMAN MELAWATI,1
1,3.2121756436093,101.75218881391,U2220,847,222,AJ377,1003073,AJ377 SK TAMAN MELAWATI 2,JLN TMN MELAWATI,1
1,3.210046,101.753108,U2220,847,222,AJ378,1003885,AJ378 TELEKOM MELAWATI,JLN TMN MELAWATI,1
1,3.208423,101.749562,U2220,847,222,AJ490,1000868,AJ490 KOMERSIAL TAMAN PERMATA/MELAWATI MALL,MRR2,1
1,3.2098910357979,101.74393005706,U2220,847,222,KL184,1002463,KL184 KOMERSIAL WANGSA MELAWATI,JLN 2/27A,1
1,3.2077061450607,101.74234003905,U2220,847,222,KL185,1003775,KL185 DATARAN WANGSA MAJU (OPP),JLN 2/27A,1
2,3.204959,101.732321,U2220,847,222,KL192,1001835,KL192 LRT WANGSA MAJU,JLN 1/27A,1
2,3.2069624635304,101.72975527444,U2220,847,222,KL193,1000750,KL193 TAR VILLA,JLN 1/27A,1
2,3.2074455955313,101.72952884294,U2220,847,222,KL169,1003848,KL169 TAR VILLA,JLN 1/27A,1
2,3.205606,101.731913,U2220,847,222,KL170,1001834,KL170 LRT WANGSA MAJU,JLN 1/27A,1
2,3.2044208918792,101.73338677173,U2220,847,222,KL171,1000551,KL171 PERUMAHAN DESA SETAPAK,JLN 1/27A,1
2,3.207986,101.742255,U2220,847,222,KL1617,1006132,KL1617 DATARAN WANGSA MAJU,JLN 2/27A,1
2,3.2099882301966,101.74359739819,U2220,847,222,KL1616,1002462,KL1616 PETRONAS WANGSA MELAWATI,JLN 2/27A,1
2,3.208921,101.748699,U2220,847,222,AJ489,1001368,AJ489 MELAWATI MALL,MRR2,1
2,3.2107843167382,101.75265211885,U2220,847,222,AJ473,1000430,AJ473 TAMAN MELAWATI B,JLN TMN MELAWATI,1
2,3.212178,101.750447,U2220,847,222,AJ368,1006122,AJ368 KOMERSIAL TAMAN MELAWATI,JLN MELAWATI 1,1
2,3.212327,101.748373,U2220,847,222,AJ369,1000543,AJ369 SERINI MELAWATI,JLN MELAWATI 1,1
2,3.215675,101.745821,U2220,847,222,AJ370,1000497,AJ370 KK CLUB BERHAD,JLN MELAWATI 3,1
2,3.220262,101.741434,U2220,847,222,AJ371,1003098,AJ371 KL INTERNATIONAL SCHOOL (TIMUR),JLN MELAWATI 3,1
2,3.219578,101.739467,U2220,847,222,AJ363,1003835,AJ363 KG KLANG GATE,JLN KOLAM AIR,1
2,3.222237,101.740747,U2220,847,222,AJ372,1002734,AJ372 KOMERSIAL TAMAN MELAWATI E,JLN TAMAN MELAWATI,1
2,3.225782,101.743698,U2220,847,222,AJ373,1003069,AJ373 TAMAN MELAWATI I,JLN TAMAN MELAWATI,1
2,3.2242819151825,101.74735161866,U2220,847,222,AJ356,1003663,AJ356 SK TAMAN MELAWATI,JLN MELAWATI 4,1
2,3.225163,101.748794,U2220,847,222,AJ357,1003827,AJ357 TADIKA WATI,JLN TMN MELAWATI,1
2,3.228459,101.748052,U2220,847,222,AJ358,1000852,AJ358 TAMAN MELAWATI H,JLN TMN MELAWATI,1
2,3.227956,101.745649,U2220,847,222,AJ359,1001259,AJ359 HENTIAN TAMAN MELAWATI,JLN TMN MELAWATI,1
2,3.1492454039518,101.69737177094,U2500,848,250,KL117,1000383,KL117 BSN LEBUH AMPANG,JLN LEBUH AMPANG,3
2,3.1519126007803,101.69799809706,U2500,848,250,KL30,1003683,KL30 AMANAHRAYA,JLN AMPANG,3
2,3.1532582998069,101.69848425418,U2500,848,250,KL31,1000823,KL31 HENTIAN MUNSHI ABDULLAH,JLN MUNSHI ABDULLAH,3
2,3.1546522393082,101.69837470998,U2500,848,250,KL32,1002560,KL32 CAPSQUARE,JLN MUNSHI ABDULLAH,3
2,3.1567788096169,101.69535839244,U2500,848,250,KL1940,1003415,KL1940 SOGO KL,JLN DANG WANGI,3
2,3.157724,101.694556,U2500,848,250,KL40,1001984,KL40 MEDAN MARA,JLN RAJA LAUT,3
2,3.159643,101.694843,U2500,848,250,,1003299,SKPK LELAKI JLN BATU,JLN RAJA LAUT,3
2,3.162154,101.695526,U2500,848,250,KL41,1003257,KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,JLN RAJA LAUT,3
2,3.165085,101.696133,U2500,848,250,KL42,1002694,KL42 EDC HOTEL,JLN RAJA LAUT,3
2,3.167208,101.696275,U2500,848,250,KL46,1001418,KL46 CHOWKIT/KFC (BARAT),JLN RAJA LAUT,3
2,3.167932,101.697641,U2500,848,250,KL52,1003247,KL52 MONORAIL CHOWKIT,JLN SULTAN AZLAN SHAH,2
2,3.1701675672584,101.69824199219,U2500,848,250,KL53,1000887,KL53 GRAND SEASONS HOTEL,JLN PAHANG,2
2,3.1727016599494,101.69894622509,U2500,848,250,KL59,1000915,KL59 HKL (OPP),JLN PAHANG,2
2,3.177278,101.699941,U2500,848,250,KL668,1003871,KL668 HOSPITAL TAWAKAL,JLN PAHANG,2
2,3.1816966341743,101.70141734218,U2500,848,250,KL670,1003428,KL670 TITIWANGSA (BARAT),JLN PAHANG,2
2,3.1857101543812,101.70184070767,U2500,848,250,KL672,1000822,KL672 WISMA LOTUS,JLN PAHANG,2
2,3.188411,101.704123,U2500,848,250,KL673,1001330,KL673 GUAN YING TING,JLN PAHANG,2
2,3.190798,101.707093,U2500,848,250,KL674,1000507,KL674 COURTS MEGASTORE SETAPAK,JLN GENTING KELANG,2
2,3.1919098657668,101.70841657374,U2500,848,250,KL675,1003187,KL675 TAMAN P.RAMLEE,JLN GENTING KELANG,2
2,3.195394,101.712216,U2500,848,250,KL676,1001417,KL676 KFC GENTING KLANG,JLN GENTING KELANG,2
2,3.196295,101.713091,U2500,848,250,KL677,1002233,KL677 SRI PELANGI CONDOMINIUM (SELATAN),JLN GENTING KLANG,2
2,3.1972044536909,101.71399522754,U2500,848,250,KL678,1001335,KL678 SRI PELANGI CONDOMINIUM,JLN GENTING KELANG,2
2,3.199125,101.716094,U2500,848,250,KL679,1000285,KL679 PV128 SETAPAK,JLN GENTING KELANG,2
2,3.200977,101.718495,U2500,848,250,KL1598,1003849,KL1598 COLUMBIA HOSPITAL,JLN GENTING KELANG,2
2,3.202388,101.720442,U2500,848,250,KL680,1007521,KL680 SETAPAK SENTRAL (SELATAN),JLN GENTING KLANG,2
2,3.2043434187729,101.72286788476,U2500,848,250,KL681,1001199,KL681 STARPARC POINT,JLN GENTING KELANG,2
2,3.2060699282867,101.72534810808,U2500,848,250,KL682,1001400,KL682 KEM WARDIEBURN,JLN GENTING KELANG,2
2,3.213774,101.727103,U2500,848,250,,1002545,UTAR PINTU 2,JLN MALINJA,2
2,3.2152638066092,101.7292470894,U2500,848,250,KL162,1003846,KL162 UTAR MAIN GATE,JLN MALINJA,2
2,3.214897,101.730169,U2500,848,250,,1003489,UTAR PINTU 4,JLN MALINJA,2
2,3.213066,101.729618,U2500,848,250,KL2101,1008325,KL2101 SURAU TAMAN BUNGA RAYA,JLN MALINJA 1,2
2,3.2074455955313,101.72952884294,U2500,848,250,KL169,1003848,KL169 TAR VILLA,JLN 1/27A,2
2,3.205606,101.731913,U2500,848,250,KL170,1001834,KL170 LRT WANGSA MAJU,JLN 1/27A,1
